tech_id,sentence
T1134,The malicious script called ImpersonateLoggedOnUser to assume the security context of a privileged account.
T1134,The threat actor utilized SetThreadToken to assign a stolen access token to the current thread.
T1134,The ransomware employed the AdjustTokenPrivileges function to enable the SeDebugPrivilege for the current process.
T1134,The attacker exploited the OpenProcessToken API to obtain a handle to the target process's access token.
T1134,Malware used DuplicateTokenEx to create a new primary token with elevated SYSTEM privileges.
T1134,The threat actor utilized the ImpersonateLoggedOnUser function to assume the security context of a privileged account.
T1134,A malicious script employed the SetThreadToken API to assign a stolen access token to the current thread.
T1134,The adversary leveraged the CreateProcessWithTokenW function to spawn a new process with SYSTEM-level permissions.
T1134,The malware exploited the OpenProcessToken API to obtain a handle to the current process token.
T1134,The attacker used DuplicateTokenEx to create a new primary token with elevated SYSTEM privileges.
T1134,The malicious script called ImpersonateLoggedOnUser to assume the security context of a SYSTEM-level process.
T1134,The threat actor utilized SetThreadToken to apply a stolen SYSTEM token to the current thread.
T1134,The ransomware copied the access token from a Windows service running as SYSTEM to escalate privileges.
T1134,The attacker exploited the OpenProcessToken API function to elevate privileges to SYSTEM level.
T1134,Malware copied the access token from a privileged Windows service to gain SYSTEM context.
T1134,The threat actor used DuplicateTokenEx to create a new token with SYSTEM-level permissions.
T1134,A malicious script leveraged the ImpersonateLoggedOnUser function to assume SYSTEM identity.
T1134,The ransomware copied security tokens from the lsass.exe process to achieve SYSTEM privileges.
T1134,The malware exploited the OpenProcessToken Windows API function to obtain a handle to the target process token.
T1134,The attacker used DuplicateTokenEx to create a new primary token with elevated privileges.
T1134,The malicious script called ImpersonateLoggedOnUser to assume the security context of a privileged account.
T1134,The threat actor utilized SetThreadToken to assign an elevated access token to the current thread.
T1134,The ransomware employed DuplicateToken to copy an existing token for privilege escalation to SYSTEM level.
T1134,The malware exploited the OpenProcessToken Windows API function to obtain a handle to the target process's access token.
T1134,An attacker copied the access token from a running Windows service process to impersonate the SYSTEM account.
T1134,The malicious script used the DuplicateTokenEx Windows API to create a new primary token with elevated SYSTEM privileges.
T1668,The attacker patched vulnerable_service.exe to maintain persistence by bypassing security controls.
T1668,Malware modified service_config.reg to ensure continuous execution after system reboots.
T1668,A threat actor altered vulnerable_service.exe to embed backdoor functionality for persistent access.
T1668,The malicious script updated service_config.reg to disable security monitoring and maintain foothold.
